gsis_id,display_name,position,fantasy_ppg,n_games,replacement_ppg,vor,boom_prob,bust_prob,ex_value
00-0033943,Josh Reynolds,WR,4.62,5,12.479999999999999,-7.8599999999999985,0.10224170743079704,0.8977582925692029,-7.668603523689547
00-0039074,Davis Allen,TE,4.986666666666666,15,12.847058823529412,-7.860392156862746,,,
00-0038454,Keaton Mitchell,RB,4.261538461538462,13,12.129411764705884,-7.867873303167421,0.2937425120793742,0.7062574879206258,-7.333434720895948
00-0036165,Isaiah Hodgins,WR,4.583333333333333,6,12.479999999999999,-7.896666666666666,0.1323892997401111,0.867610700259889,-7.648833897553177
00-0040668,Shedeur Sanders,QB,13.6125,8,21.520000000000003,-7.907500000000002,0.3832083968956919,0.6167916031043081,-6.670503294820708
00-0036626,Dyami Brown,WR,4.5181818181818185,11,12.479999999999999,-7.96181818181818,0.16708097918006964,0.8329190208199304,-7.6490425887930895
00-0040277,Jahdae Walker,WR,4.45,6,12.479999999999999,-8.029999999999998,0.2245604018590891,0.7754395981409109,-7.609622927719783
00-0040586,Jaydon Blue,RB,4.08,5,12.129411764705884,-8.049411764705884,0.27722236817491225,0.7227776318250878,-7.545030126608823
00-0037563,Malik Davis,RB,4.0600000000000005,10,12.129411764705884,-8.069411764705883,0.23928225845810072,0.7607177415418993,-7.6340588085818215
00-0036988,Josh Palmer,WR,4.358333333333333,12,12.479999999999999,-8.121666666666666,0.19329398978292678,0.8067060102170732,-7.759820317793027
00-0039144,Luke Musgrave,TE,4.707692307692308,13,12.847058823529412,-8.139366515837104,,,
00-0040727,Tre Harris,WR,4.3375,16,12.479999999999999,-8.142499999999998,0.3050877098087427,0.6949122901912572,-7.571375807238032
